,Stock Name,Number of Feartures Selected,Train R^2,Train Correlation,Train MAE,Train Directional Accuracy,Test R^2,Test Correlation,Test MAE,Test Directional Accuracy,EBITDA,Management - Balancesheet Net Debt To Equity - Average,Management - Capital Discipline  Avg ( delta Earn For Common/delta Capital Employed),People Filter Avg (Sales/Employee),Strategy Filter EBITDA CAGR, Revenue CAGR, Margin CAGR,Financial Filter ( Last 3 Year Data ) ROE Avg, Free Cash Flow Avg,US IP IP Index Last Price,EU EUCCEMU Index Last Price,EU ECCPEMUY Index Last Price,Chinese Renminbi USDCNY Curncy Last Price,Japanese Yen USDJPY Curncy Last Price,Indian Rupee USDINR Curncy Last Price,LME Copper LMCADY Comdty Last Price,S&P 500 SPX Index Last Price,Germany EHUPDE Index Last Price,Italy EHUPIT Index Last Price,Hibor HIHD03M Index Last Price,Topix Japan TPX Index Price Earnings Ratio (P/E),MSCI China MXCN Index Price Earnings Ratio (P/E),MSCI Asia Pacific MXAP Index Price Earnings Ratio (P/E),India Commercial Credit INCMCREY Index Last Price, FDTGOFSF Index PX_LAST, FDTGOFSF Index PX_LAST.1, MXAPJ Index PE_RATIO, MXAPJ Index RETURN_COM_EQY, JAPAN (10 YEAR ISSUE) GTJPY10Y Govt,1D China CNCPIYOY Index Last Price,1D LME Copper LMCADY Comdty Last Price,1D UBS US real estate bubble index CHBBNYC Index Last Price,1D France EHUPFR Index Last Price,1D Japan OEJPDGBO Index Last Price,1D Libor US0003M Index Last Price,1D S&P500 SPX Index Price Earnings Ratio (P/E),1D  VIX Index PX_LAST,1D  SHASHR Index PE_RATIO,1D  SPX Index PX_LAST,2D EU ECCPEMUY Index Last Price,2D LME Copper LMCADY Comdty Last Price,2D UK EHUPGB Index Last Price,2D S&P500 SPX Index Price Earnings Ratio (P/E),2D  VIX Index PX_LAST,2D  FDTGOFSF Index PX_LAST,2D  FDTGOFSF Index PX_LAST.1,2D  SHASHR Index PX_TO_BOOK_RATIO,2D  SHCOMP Index PX_LAST,2D  SPX Index PE_RATIO,2D  SPX Index PX_TO_BOOK_RATIO
10,CMCSA UW Equity,11,0.8477304416115394,0.920722782172538,0.08843848766295324,88.05970149253731,-0.8711754901804536,0.2834494215457979,0.19940957233488102,65.51724137931035,0.053023870579838636,0.0,0.0,1.5297353048492603,-0.1713981355563332,0.2891136842411691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.047478351641700924,0.0,0.0,0.0,0.0,0.0,0.1403500322284403,0.0,0.0,0.0,0.0,-0.07753321301390251,-0.07753321301389407,-0.9281353784604178,-0.3117732597422711,0.0,0.0,0.0,0.0,0.0,0.050738639546876046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,COP UN Equity,14,0.8691609311274632,0.9322880086794336,0.0827538796408501,91.25,0.8431466298698274,0.9211960570429845,0.09361008545806741,80.0,0.23402473832449533,-3.276889206068036,0.0,0.0,-0.17709740792823364,0.1632393919726296,0.0,0.0,0.0,-0.24591931113487828,0.15519979218790791,0.0,0.7961469374188017,0.0,0.0,0.0,0.0,-0.21704248478813448,0.0,0.0,0.058810579661395225,-0.028666118389450147,-0.02866611838944382,0.0,0.0,0.0,0.0516863027510324,0.12425096367392792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,COST UW Equity,17,0.8073917240210076,0.8985497893945594,0.08805070923262595,89.79591836734694,0.8314606693836116,0.9172800195661666,0.0938325117396577,88.09523809523809,0.0,1.9281975376418932,0.0,-0.8380653217410587,0.0,0.0,-0.14456032306759442,-0.37166585419743065,-0.1884198894873594,0.0,0.0,-0.09229560449903537,0.0,0.0,0.0,0.0,0.0,0.0,-0.1652788510834306,0.11001133510641105,0.0,0.019562531150147396,0.019562531150145092,0.05283600469094472,-0.10163009670619551,-0.10163009670620572,-0.03151906078786892,0.0,0.0,0.0,0.0,0.0,0.07432347474763955,0.0,0.0,0.0,0.0,0.0,0.0,-0.028060621259800068,0.0,0.0,0.0,-0.04299601875894832,0.0,0.0,0.0,0.0,0.0,0.0
13,CSCO UW Equity,13,0.9144412784706659,0.956264230467011,0.1439453161471598,92.85714285714286,0.8443758608450078,0.9239440648095344,0.1737343634603486,88.09523809523809,0.0,0.0,0.0,0.0,0.08657992772878105,0.0,0.0,0.9134519628845639,0.0,0.7872540114361519,-0.23724665989410793,-0.14899565855011473,0.0,0.25106084369737963,0.0,0.0,-0.5457905857486172,0.3958684233751498,0.0,-0.10115308023901669,0.0,0.0,0.0,0.0,0.10286832491638047,0.10286832491638064,0.0,-0.37193821212255856,0.0,0.0,-0.06227156681357462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,CVS UN Equity,14,0.736537206172446,0.8582174585572393,0.12570577150988327,84.78260869565217,0.43522865761320917,0.7432807156810166,0.15709049945188724,87.5,0.0,0.0,-5.319106092710526,5.277431502091037,-0.3009455279897124,0.23627214910580419,0.0,0.0,0.0,0.0,-0.07623727239335017,0.0,0.24538649766461754,-0.18704207884478483,0.0,0.0,0.0,0.0,-0.3493177643103433,0.0,0.1364504833666004,-0.10549700077120479,-0.10549700077120501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09605982047228268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07105084799717479,-0.08701143445025372,0.0,0.0
15,CVX UN Equity,14,0.813054117687143,0.9016951356678947,0.06620168873164198,89.24731182795699,0.7323221316167834,0.8685504894759529,0.08265541384429335,85.0,0.09149333766497997,9.170540368674677,0.0,1.1681042953730434,-0.1104649870895709,0.0,0.0,0.2545218624615898,0.0,0.0,0.0,-0.049577704450547405,0.4290525921484456,0.0,0.1118443610047517,0.0,0.0,-0.0973321225659983,0.0,0.0,0.06994022334489933,0.0,0.0,0.0,-0.09791640179956855,-0.09791640179948906,-0.04037327951785935,0.0,0.0,0.0,0.0,-0.055056361679625146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,D UN Equity,10,0.5741254476457607,0.7577106622225668,0.1016165196719641,65.4320987654321,0.6359646284502625,0.8039407823871842,0.09194518317824513,88.88888888888889,0.0,0.0,0.0,-2.328631943313381,0.0,0.0,-0.04626123651148122,0.49731812485344723,0.0,0.0,0.0,-0.12658252921597368,0.0,-0.13289856586677049,0.10815502608948431,0.0,0.0,0.0,0.0,0.0,0.0,-0.04635877980717677,-0.04635877980717671,0.0,0.0,0.0,0.0,0.14056513722934325,0.0,0.0,0.0,0.0,-0.12196102811973575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,DHR UN Equity,12,0.7316977622251901,0.8553933377255112,0.1055776268389466,84.0,0.6315886933851476,0.8003657541153487,0.12058826776528866,90.9090909090909,0.0,16.074215346193327,-1.3116195284358145,0.0,0.0,-0.23909270822237147,0.0,-0.6484025497856816,0.0,0.0,0.16055545464958743,-0.058083792078116266,-0.33077915633780686,0.0,0.14361485410309677,0.0,-0.1729685963205274,0.49322862153281444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15948896796935005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024851869233611733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,DIS UN Equity,13,0.8354314204335254,0.9140193763993878,0.09366843341722535,86.45833333333334,0.7702636291729105,0.8901794302356573,0.1019573308740159,88.09523809523809,-0.4540726612353064,0.0,7.333382585362789,0.0,0.0,0.0,0.0,0.8412535329211678,0.0,0.2017606863557993,0.0,-0.08509204118368778,0.14025232360109466,0.0,0.0,0.0,-0.33820830424738063,0.0,0.0,0.0,0.08358082440241599,0.0,0.0,0.0,0.0,0.0,0.08084243534453243,0.0,0.08440554167608835,0.0,0.0,-0.08008593495330496,0.056475219703956366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,DUK UN Equity,13,0.7667549538546623,0.8756454498566545,0.11280996339010622,85.55555555555556,0.6013776597246527,0.7832607178367151,0.12808797805521963,79.48717948717949,0.0,0.0,0.0,0.0,0.0,-0.1285743010821134,0.0,0.0,0.0,0.0,0.0,0.0,0.36438889057563534,-0.27855846998492123,0.0,0.0,0.0,-0.26897007195053857,0.21457904431837257,0.18555671920247296,0.09176572395973975,0.0,0.0,0.0,-0.22932325559152725,-0.22932325559152691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05238179786248819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08127913388498172,-0.03625558736939942
20,EOG UN Equity,11,0.8238207299674882,0.9076457072930431,0.16816375111419887,84.52380952380952,0.6350734259814037,0.8183745172306556,0.16394858255995762,77.77777777777779,-2.8492619549451095,0.0,-0.6456282164957805,0.0,1.3879649881989835,-1.5134952120761738,0.0,-0.4743569585275433,-0.26127264207694134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7614261732155374,0.0,0.0,-0.0685117008808878,-0.0685117008808878,0.0,0.0,0.0,0.08501897714341115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,GE UN Equity,20,0.9441060957110867,0.9716512212265712,0.059216460399722885,87.75510204081633,0.8916560942256125,0.9464761498462936,0.08014799966377463,83.33333333333334,-0.10847770233768177,-1.8669513803587592,0.0,0.0,0.0,0.0,-0.22790839741392568,-0.8966492331348961,-0.13141911933278266,0.0,0.0,-0.09110856736845742,0.3704092011326853,0.0,0.15623755419722296,0.0,-0.13731191640230372,0.0,0.29756086311161745,0.0,0.0,0.018041056796596087,0.01804105679658722,0.0,0.04998007303523963,0.04998007303524052,0.0,-0.08345999753984977,0.0,0.0,0.0,-0.08914814930888518,0.0,0.054308981569087963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05667244052409422,-0.03016907329740185
22,HD UN Equity,13,0.8898278734271671,0.9433068818932516,0.0984588332592378,88.0,0.8027162355476679,0.9034026564392931,0.1321265023163468,90.9090909090909,0.0,0.0,33.20102515240336,-3.185678449318615e-13,-0.23879023708485664,0.0,0.0,0.0,0.2274038359421473,0.19329737976590025,0.14563347498346607,-0.1129204637069808,0.0,0.0,0.0,0.2211642094586031,-0.4718709234163365,0.0,0.5749809594959465,0.0,0.0,0.041343580734048715,0.04134358073299711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,HON UN Equity,15,0.8642919741681626,0.9296730469192719,0.08605389280648752,88.29787234042553,0.6848133819985818,0.8359077090829913,0.11321904306006074,78.04878048780488,0.0,-10.371759246201977,0.0,0.0,-0.1755048709390674,0.19509119237535824,0.0,0.0,0.0,0.0,0.0,-0.11794914372564114,0.0,0.0,0.23840902739601386,0.20223812891792575,-0.21577142027003593,-0.14397290831975654,0.0,0.06777272546341552,0.1098342426181935,0.0,0.0,0.0,0.0,0.0,-0.09573137209745318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06828970146376723,-0.02696199578252797,0.0,0.0,0.0,0.0,0.0,-0.05431478316745665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,IBM UN Equity,12,0.8600791027844619,0.9274044979319764,0.08352623150362885,88.23529411764706,0.6805671838235539,0.8677841290324613,0.1104349897557757,84.0909090909091,0.0,-7.700192379221349,0.0,-1.203921707017901e-14,0.0,0.0,0.0,0.0,-0.4102481473104222,0.0,0.22352091574113306,-0.07361553442775895,-0.20848375730682195,0.0,0.16065375660249867,0.0,-0.38446886663647767,0.0,0.3346076470569207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13916215357809358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013015374112447005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,INTC UW Equity,13,0.7778117475544888,0.8819363625310436,0.15098237572745501,84.0,0.7024606613178279,0.8448247167453361,0.19556604931080537,84.0909090909091,-0.32704436232754713,0.0,0.0,6.971599512177865,0.21296718658469782,0.0,0.0,0.0,0.0,0.4401456634336402,0.0,-0.20562586410284645,0.0,0.1559204310276033,0.0,0.0,-0.412421975991557,-0.26958684921539233,0.28986423707573705,0.0,0.0,0.0,0.0,0.17070814884570457,0.0,0.0,0.0,-0.2893676450856215,0.0,0.0,0.0,-0.10811466078800978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,JNJ UN Equity,14,0.6433155168341305,0.8020695211975891,0.07595224503813236,77.45098039215686,0.491301296252017,0.7122570491350423,0.09644499631988009,73.33333333333333,-0.12770532652927546,0.0,0.0,-2.1368968448675862,0.0,-0.4642931236988677,-0.029374032930878445,-0.6667279900471167,0.24256546597206383,0.0,0.18123085035933914,0.0,0.0,0.0,0.0,0.0,-0.11312617624042645,0.0,0.0,0.0,0.0,0.0,0.0,-0.09651417263800137,-0.13669029695101106,-0.1366902969510064,0.0,0.08458549239727163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013991728413511467,0.0,0.0,0.0,0.0,0.0,0.0,-0.023564621286279182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,KO UN Equity,14,0.7996079700518961,0.8942080127419437,0.06016191073041918,91.57894736842105,0.5894075323863346,0.7700317716006007,0.08866614913011393,76.19047619047619,0.0,0.0,0.8798712190737398,0.0,0.0,-0.542449014741268,-0.08403074081791397,-0.2558361283310204,0.0,-0.1080266708807657,0.0,-0.036280822312558844,0.0,-0.04976475360513124,0.13163067264325268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21616074580837083,0.04104774456574291,0.0,0.0,-0.055158851293241856,0.0,-0.01882080359395187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009008714484105803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,LLY UN Equity,12,0.7089601537181152,0.8419977159815317,0.09050110677325772,82.95454545454545,0.48177552978258675,0.772262408284657,0.1039304203221082,73.68421052631578,0.0,0.0,-9.737289132282902,9.85297685151085,0.0,0.0,0.0,0.0,0.0,0.0,-0.18685237128761653,-0.1733679508101774,0.0,0.14817462947391757,0.0,0.0,0.0,0.0,0.0,0.0,0.12102451267405695,0.0,0.0,0.13956184415579437,0.0713374288643498,0.0713374288643529,0.126911767304948,0.21856273534369647,0.07561055451832424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,LOW UN Equity,12,0.8516686275132157,0.9228589423705099,0.12150308642678008,80.3921568627451,0.6488165564751037,0.8671363857768389,0.15032381344888524,86.66666666666667,0.0,0.0,0.0,-2.135770105856429,0.0,0.0,0.0,0.0,0.0,0.2596356331626623,0.0,-0.09493479335283211,0.0,0.0,0.09553440369489491,0.0,-0.33884992755301635,0.0,0.5702527592158451,0.0,0.0,0.08317997451956644,0.0831799745195612,0.0,0.0,0.0,-0.042391943926565354,0.2538610035789956,0.0,0.0,0.0,0.0,0.0,-0.11373460685074971,0.0,0.0,0.0,-0.06456645186246701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MCD UN Equity,17,0.800403699026059,0.8946528371530819,0.08674508054221695,88.77551020408163,0.8195338413546464,0.9076300615249423,0.09519244853275236,88.09523809523809,0.0,0.0,-3.0629419870014845,-6.948856918794192,0.0,-0.6841134607420164,0.0,0.0,0.0,0.0,0.0,0.0,0.23226404330113565,0.0,0.0,0.0,-0.19361027442591805,0.0,0.0,0.10337057138849613,0.0,0.027071207061773458,0.027071207061691357,0.06967233658993624,0.0,0.0,-0.07014557586403493,0.0,0.0,0.0,0.0,-0.10040915993134052,0.0,0.0,0.0,0.03270049665240604,-0.03288158969779356,0.0,0.0,0.0,0.0,0.0,-0.04227227362526571,0.0,0.0,0.0,0.0,0.0,0.05489066292422172,-0.029350179562624614
31,MDT UN Equity,5,0.7775556031794766,0.8817911335341697,0.07881301978445004,87.87878787878788,0.7641728588782687,0.8751998333243195,0.09006819150092403,83.72093023255815,-0.04500552865008644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.130157744799361,0.0,0.0,0.0,0.0,-0.13568145721915734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05441986824220554,0.0,0.07017281257735972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,MMM UN Equity,17,0.8094319742762528,0.8996843748094403,0.06186299039853325,82.35294117647058,0.8014438302378251,0.9065608419657987,0.08018856854221053,75.0,0.0,0.0,-2.8665515213549417,0.0,-0.18153340320824585,0.0,0.0,0.72266516272065,5.154821890925457e-15,0.0,-0.12339494951274999,-0.07644129785620553,0.21368507497821682,0.0,0.14536016391531797,0.09992511668774254,0.0,-0.1717035269076619,0.2037710595478403,0.06283809168911228,0.05295180542985894,-0.016476032073950146,-0.01647603207394415,0.0,0.0,0.0,0.0,0.09723662967389074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,MO UN Equity,10,0.6228528756286591,0.7892102860636437,0.1693644752619015,78.43137254901961,0.6133733471255685,0.7884407150327616,0.18146005571903048,88.88888888888889,0.0,0.0,-1.7922469265094918,8.647044753190766,0.0,0.0,0.0,0.0,-0.35699071478130673,0.25727707066204325,0.0,0.0,0.0,-0.1342946682247078,0.3052742717106828,0.0,0.0,0.0,0.4985140300614257,0.0,0.17182913574478098,0.0,0.0,0.0,0.0,0.0,0.0,0.4146727573147366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
